,product_price,shipping_cost,assembly_cost,delivery_window_days,customer_rating,product_category,product_subcategory,brand,assembly_service_requested,payment_method,payment_timing,delivery_status
1906,1957.76,122.18,0.0,2.0,2.1,Dining Room,Storage,Mid Range,False,Cash,Postpaid,Failed Delivery
573,1620.3,0.0,0.0,2.0,3.4,Living Room,Seating,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
639,348.27,29.09,36.76,3.0,2.7,Office,Work,Premium,True,Digital Wallet,Prepaid,On Going
1505,848.07,128.88,0.0,11.0,4.0,Outdoor,Seating,Affordable,False,Cash,Postpaid,Delivered
1664,247.61,31.65,0.0,8.0,3.6,Outdoor,Seating,Affordable,False,Bank Transfer,Prepaid,On Going
1808,1454.33,90.61,0.0,8.0,1.3,Dining Room,Seating,Mid Range,False,Digital Wallet,Prepaid,On Going
1103,1451.34,142.61,176.31,7.0,3.1,Kitchen,Storage,Mid Range,True,Card,Prepaid,Delivered
861,1844.32,127.66,0.0,1.0,4.4,Living Room,Seating,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
1312,1503.1,0.0,0.0,10.0,2.1,Living Room,Table,Mid Range,False,Card,Prepaid,On Going
114,1918.13,0.0,0.0,9.0,3.0,Living Room,Seating,Mid Range,False,Card,Prepaid,Delivered
1151,1025.04,148.43,69.88,9.0,4.4,Bedroom,Storage,Mid Range,True,Card,Prepaid,On Going
1379,1128.85,52.61,0.0,6.0,1.4,Office,Storage,Premium,False,Digital Wallet,Prepaid,Failed Delivery
637,483.0,28.31,280.75,14.0,2.4,Bedroom,Storage,Affordable,True,Digital Wallet,Prepaid,Delivered
1452,641.0,73.85,0.0,1.0,1.7,Kitchen,Storage,Mid Range,False,Digital Wallet,Prepaid,Delivered
1688,1986.53,71.35,234.99,4.0,2.8,Living Room,Storage,Mid Range,True,Card,Prepaid,Failed Delivery
1542,1030.58,77.55,0.0,4.0,1.7,Living Room,Storage,Affordable,False,Card,Prepaid,On Going
1331,1248.35,87.59,0.0,1.0,1.8,Dining Room,Table,Affordable,False,Digital Wallet,Prepaid,On Going
1730,2120.13,0.0,0.0,13.0,3.1,Bedroom,Sleeping,Affordable,False,Cash,Postpaid,Delivered
106,1181.56,87.43,160.07,14.0,3.1,Living Room,Storage,Affordable,True,Bank Transfer,Prepaid,On Going
2,395.41,96.79,0.0,2.0,3.1,Dining Room,Seating,Mid Range,False,Cash,Postpaid,Delivered
1163,1634.58,116.76,39.76,13.0,1.4,Kitchen,Storage,Mid Range,True,Cash,Postpaid,On Going
1733,525.3,85.58,30.1,14.0,4.4,Living Room,Seating,Affordable,True,Bank Transfer,Prepaid,Failed Delivery
922,1812.84,0.0,0.0,14.0,3.1,Bedroom,Sleeping,Mid Range,False,Bank Transfer,Prepaid,Failed Delivery
590,473.52,43.98,166.76,13.0,3.1,Living Room,Seating,Mid Range,True,Card,Prepaid,Failed Delivery
1258,301.57,52.02,0.0,6.0,3.1,Outdoor,Seating,Affordable,False,Digital Wallet,Prepaid,On Going
451,1400.95,0.0,40.85,11.0,2.2,Office,Work,Affordable,True,Digital Wallet,Prepaid,Delivered
1683,2417.01,0.0,112.65,3.0,2.5,Kitchen,Storage,Premium,True,Card,Prepaid,Failed Delivery
272,241.91,40.2,55.28,8.0,2.6,Dining Room,Seating,Premium,True,Cash,Postpaid,Delivered
1165,2368.43,112.81,0.0,11.0,1.9,Kitchen,Table,Premium,False,Bank Transfer,Prepaid,On Going
847,325.63,80.93,0.0,11.0,3.5,Outdoor,Patio furniture,Mid Range,False,Card,Prepaid,Failed Delivery
433,1387.36,0.0,0.0,10.0,3.1,Bedroom,Storage,Mid Range,False,Card,Prepaid,On Going
668,296.53,32.91,95.55,3.0,3.8,Living Room,Seating,Premium,True,Bank Transfer,Prepaid,Failed Delivery
31,1250.44,105.99,0.0,10.0,4.7,Outdoor,Seating,Mid Range,False,Cash,Postpaid,On Going
1577,1682.78,130.75,197.16,7.0,3.6,Bedroom,Storage,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
1149,1566.81,59.65,0.0,13.0,1.3,Dining Room,Storage,Affordable,False,Bank Transfer,Prepaid,Failed Delivery
840,1373.41,0.0,0.0,9.0,3.0,Office,Work,Affordable,False,Digital Wallet,Prepaid,On Going
1304,1646.98,137.48,192.68,6.0,3.3,Living Room,Storage,Affordable,True,Card,Prepaid,Delivered
1599,2102.79,118.84,0.0,10.0,2.8,Kitchen,Table,Affordable,False,Card,Prepaid,On Going
1604,1623.68,54.94,57.29,1.0,1.1,Bedroom,Sleeping,Affordable,True,Card,Prepaid,On Going
1236,989.64,0.0,0.0,14.0,2.0,Office,Work,Affordable,False,Bank Transfer,Prepaid,Failed Delivery
1112,1390.73,0.0,0.0,11.0,4.7,Kitchen,Storage,Premium,False,Bank Transfer,Prepaid,Delivered
109,529.7,106.1,102.9,5.0,2.2,Dining Room,Storage,Affordable,True,Card,Prepaid,Delivered
379,1128.65,108.77,137.63,4.0,2.4,Kitchen,Table,Affordable,True,Cash,Postpaid,Failed Delivery
1555,306.88,94.82,68.47,12.0,3.3,Outdoor,Table,Mid Range,True,Cash,Postpaid,Failed Delivery
1684,2335.64,141.71,0.0,9.0,3.1,Kitchen,Storage,Affordable,False,Cash,Postpaid,On Going
1620,1840.87,0.0,0.0,11.0,2.9,Dining Room,Seating,Affordable,False,Digital Wallet,Prepaid,Delivered
684,658.56,0.0,89.19,7.0,3.1,Dining Room,Seating,Affordable,True,Card,Prepaid,Delivered
1018,646.12,76.83,163.63,1.0,2.6,Office,Work,Mid Range,True,Digital Wallet,Prepaid,On Going
894,1693.76,130.59,0.0,14.0,1.9,Kitchen,Table,Premium,False,Digital Wallet,Prepaid,Failed Delivery
1619,1869.0,101.22,158.01,12.0,4.7,Bedroom,Sleeping,Affordable,True,Bank Transfer,Prepaid,Failed Delivery
1092,1805.6,52.27,0.0,9.0,1.8,Kitchen,Storage,Premium,False,Digital Wallet,Prepaid,Failed Delivery
1797,1719.11,0.0,0.0,7.0,3.2,Kitchen,Storage,Mid Range,False,Cash,Postpaid,On Going
1419,1041.02,0.0,58.79,13.0,3.5,Outdoor,Patio furniture,Affordable,True,Digital Wallet,Prepaid,Delivered
1241,296.81,80.34,0.0,7.0,4.5,Office,Work,Affordable,False,Cash,Postpaid,Failed Delivery
1847,817.0,126.1,0.0,1.0,1.4,Bedroom,Storage,Affordable,False,Digital Wallet,Prepaid,On Going
1838,654.7,0.0,0.0,5.0,3.1,Bedroom,Storage,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
763,1447.24,0.0,46.75,2.0,1.2,Kitchen,Storage,Premium,True,Card,Prepaid,On Going
39,1263.89,71.02,0.0,8.0,3.7,Office,Work,Premium,False,Cash,Postpaid,Failed Delivery
1603,658.01,0.0,98.79,11.0,3.0,Kitchen,Storage,Affordable,True,Digital Wallet,Prepaid,On Going
921,310.41,47.82,0.0,6.0,4.2,Living Room,Seating,Affordable,False,Bank Transfer,Prepaid,Delivered
1474,1048.59,90.28,221.75,1.0,4.8,Outdoor,Patio furniture,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
487,103.0,26.8,89.98,7.0,2.3,Dining Room,Seating,Premium,True,Card,Prepaid,Failed Delivery
1506,2322.33,0.0,90.27,3.0,4.2,Kitchen,Table,Mid Range,True,Card,Prepaid,Failed Delivery
1611,1778.19,0.0,0.0,9.0,2.6,Outdoor,Seating,Mid Range,False,Cash,Postpaid,Delivered
1253,993.89,0.0,0.0,2.0,4.1,Bedroom,Sleeping,Premium,False,Bank Transfer,Prepaid,Failed Delivery
821,322.09,97.73,0.0,11.0,3.2,Office,Work,Mid Range,False,Digital Wallet,Prepaid,Delivered
419,803.64,0.0,0.0,5.0,4.0,Living Room,Seating,Premium,False,Card,Prepaid,Failed Delivery
1888,263.26,31.72,194.65,12.0,3.0,Outdoor,Seating,Affordable,True,Cash,Postpaid,Failed Delivery
934,554.36,0.0,0.0,2.0,4.0,Office,Work,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
1341,1872.65,71.91,167.14,11.0,4.6,Living Room,Storage,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
246,2027.58,90.29,0.0,12.0,2.5,Living Room,Table,Premium,False,Digital Wallet,Prepaid,Delivered
1831,335.86,64.83,26.07,6.0,3.1,Living Room,Seating,Premium,True,Card,Prepaid,Delivered
98,1294.74,0.0,0.0,9.0,3.6,Office,Work,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
1809,2158.86,0.0,0.0,10.0,3.1,Living Room,Seating,Premium,False,Digital Wallet,Prepaid,Failed Delivery
833,1840.35,73.85,0.0,8.0,3.1,Kitchen,Storage,Affordable,False,Card,Prepaid,Failed Delivery
1459,168.9,29.14,0.0,9.0,1.3,Office,Work,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
942,2332.64,0.0,162.38,11.0,2.9,Living Room,Seating,Mid Range,True,Card,Prepaid,Delivered
1036,166.2,56.22,160.06,1.0,1.8,Outdoor,Seating,Affordable,True,Digital Wallet,Prepaid,On Going
1548,993.1,120.77,0.0,13.0,2.0,Kitchen,Table,Mid Range,False,Card,Prepaid,Failed Delivery
1026,689.94,0.0,0.0,9.0,2.1,Office,Storage,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
1205,297.4,46.89,59.2,4.0,3.9,Office,Work,Affordable,True,Card,Prepaid,Failed Delivery
163,385.51,51.47,149.49,14.0,2.9,Office,Work,Premium,True,Cash,Postpaid,On Going
1150,490.32,42.03,0.0,14.0,3.1,Living Room,Seating,Premium,False,Digital Wallet,Prepaid,Failed Delivery
97,1610.93,133.37,0.0,5.0,3.1,Outdoor,Seating,Affordable,False,Digital Wallet,Prepaid,On Going
359,779.26,61.34,0.0,9.0,1.1,Outdoor,Table,Premium,False,Digital Wallet,Prepaid,Delivered
1223,2248.33,138.65,56.75,5.0,4.7,Kitchen,Storage,Mid Range,True,Card,Prepaid,Failed Delivery
1909,685.99,101.2,0.0,14.0,4.6,Office,Work,Mid Range,False,Cash,Postpaid,Failed Delivery
4,1782.36,69.23,41.53,13.0,1.3,Dining Room,Storage,Mid Range,True,Digital Wallet,Prepaid,On Going
1469,2187.48,0.0,35.78,5.0,1.9,Living Room,Table,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
1298,1566.84,0.0,93.06,2.0,5.0,Outdoor,Patio furniture,Mid Range,True,Card,Prepaid,Failed Delivery
1006,518.83,0.0,127.38,8.0,1.7,Kitchen,Storage,Affordable,True,Cash,Postpaid,Failed Delivery
826,278.62,81.03,188.36,12.0,1.8,Office,Work,Affordable,True,Digital Wallet,Prepaid,On Going
386,665.4,100.44,0.0,14.0,3.1,Living Room,Seating,Mid Range,False,Digital Wallet,Prepaid,On Going
513,2155.32,91.72,0.0,14.0,1.5,Kitchen,Storage,Mid Range,False,Card,Prepaid,Failed Delivery
807,284.49,35.63,80.11,4.0,2.1,Living Room,Table,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
1533,2365.48,127.85,99.5,1.0,2.4,Living Room,Storage,Premium,True,Card,Prepaid,Failed Delivery
1781,1114.22,0.0,0.0,6.0,4.1,Office,Work,Affordable,False,Digital Wallet,Prepaid,On Going
1334,200.93,59.88,0.0,11.0,1.3,Dining Room,Seating,Affordable,False,Cash,Postpaid,Delivered
354,1395.93,110.34,144.88,11.0,3.1,Outdoor,Table,Premium,True,Digital Wallet,Prepaid,Failed Delivery
463,847.46,0.0,0.0,11.0,3.5,Dining Room,Storage,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
1748,2336.45,0.0,0.0,11.0,3.1,Kitchen,Table,Premium,False,Cash,Postpaid,On Going
1658,2042.65,72.56,59.45,12.0,1.4,Living Room,Seating,Mid Range,True,Bank Transfer,Prepaid,Failed Delivery
